ICBC_APP_LOG_ERROR: script /oradata/jkjc/bin/zhubeitongbu/orastandchild.sh 80.29.46.32 run time > 3,0
ICBC_APP_LOG_ERROR: script buf_cache_child.sh run time > 5,0
ICBC_APP_LOG_ERROR: script archivechild.sh omsdb run time > 5,0
ICBC_APP_LOG_ERROR: script freechild.sh omsdb_80.29.46.32 run error,0
ICBC_APP_LOG_ERROR: script dict_cache_child.sh omsdb_80.29.46.32 run error,0
ICBC_APP_LOG_ERROR: script lib_cache_child.sh omsdb_80.29.46.32 run error,0
ICBC_APP_LOG_ERROR: script buf_cache_child.sh omsdb_80.29.46.32 run error,0
ICBC_APP_LOG_ERROR: script undochild.sh omsdb_80.29.46.32 run error,0
ICBC_APP_LOG_ERROR: script sessionchild.sh omsdb_80.29.46.32 run error,0
ICBC_APP_LOG_ATTENTION: 80.7.83.72 truth database now share pool size 928M free size 60M,2
ICBC_APP_LOG_ATTENTION: WAPDB no avaliable online log group,4
ICBC_APP_LOG_ERROR: 10.243.1.182 has been restart,1
ICBC_APP_LOG_ERROR: 10.243.1.181 has been restart,1
ICBC_APP_LOG_ATTENTION: NETCOOL no avaliable online log group,4
ICBC_APP_LOG_ATTENTION: FRIRELDB1 no avaliable online log group,4
ICBC_APP_LOG_ATTENTION: FRIRELDB2 no avaliable online log group,4
ICBC_APP_LOG_ATTENTION: 80.7.83.21 mondb database now share pool size 695M free size 84M,2
ICBC_APP_LOG_ATTENTION: WAPDB no avaliable online log group,4
ICBC_APP_LOG_ERROR: script sessionchild.sh mondb run time > 2,0
ICBC_APP_LOG_ATTENTION: NETCOOL no avaliable online log group,4
